split,scale,mean_intensity,std_intensity,edge_density
train,32,118.3617646484375,54.837798003673555,0.3439150390625
train,64,118.3530068359375,56.56311445426941,0.207149169921875
train,128,118.35575268554688,57.12455583286285,0.072967529296875
val,32,119.3264638671875,56.000470024108886,0.3549931640625
val,64,119.31818872070312,57.79582100391388,0.21741015625
val,128,119.32167669677735,58.377682951927184,0.07922137451171875
test,32,119.2082939453125,51.908868704795836,0.315220703125
test,64,119.19938354492187,53.532689661026,0.1829765625
test,128,119.20189971923828,54.11358417892456,0.06251483154296875
